,train,test
0.1,0.0010966000001644716,0.18854419999997846
0.2,0.0015967999999702443,0.2659670000000915
0.3,0.002178199999980279,0.3414099999999962
0.4,0.0027012000000468106,0.3617576000000554
0.5,0.0030773999999837544,0.3141599999998107
0.6,0.0035796000001028006,0.25221159999982773
0.7,0.003988599999956932,0.21017940000001545
0.8,0.004727399999956106,0.12854059999999662
0.9,0.005061599999953615,0.07240739999988363
