mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__activation,param_MLP__alpha,param_MLP__hidden_layer_sizes,param_MLP__learning_rate_init,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.5469496726989747,0.0472335025851372,0.008630895614624023,0.0005421777008823504,relu,10.0,"(89,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.001}",0.7784679089026917,0.8013029315960912,0.8032520325203252,0.8307570352754657,0.795760293518141,0.801908040362543,0.016862215353524723,2198,0.8333168463745176,0.8342879715583645,0.8294473658101001,0.8283811984497664,0.8363277393879565,0.832352224316141,0.002989634845898358
0.4487459659576416,0.04250413730406651,0.008424997329711914,0.000292806787040101,relu,10.0,"(89,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.002}",0.7878539187525646,0.7973856209150326,0.8157366519470091,0.8322784810126581,0.7934693877551021,0.8053448120764732,0.01639340498056573,2193,0.8303757311390899,0.8292005554453481,0.8426823299069994,0.8376220053238687,0.8282988871224165,0.8336359017875445,0.005594847960236844
0.5414009094238281,0.08468316783685097,0.00816187858581543,0.0006879793166572511,relu,10.0,"(89,)",0.004,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.004}",0.7473460721868366,0.7563025210084033,0.7888249794576829,0.8090249798549557,0.7862407862407862,0.7775478677497328,0.022614428492591848,2243,0.7973124300111983,0.8045325779036828,0.8095958068743071,0.8205128205128205,0.8226610811889089,0.8109229432981836,0.009566543357258232
0.5984710693359375,0.17859655024355603,0.009685754776000977,0.0022585761892639526,relu,10.0,"(89,)",0.008,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.008}",0.7865628840639082,0.7977300364815564,0.7865076100370217,0.8035641960307818,0.795131845841785,0.7938993144910106,0.006603998876803892,2212,0.8236112491304779,0.8269573835480675,0.8021065424346768,0.8010540184453229,0.8235528148000796,0.8154564016717248,0.011401521047558776
0.43929247856140136,0.03148481005841877,0.008777713775634766,0.0014522271999684536,relu,10.0,"(89,)",0.016,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.016}",0.7162629757785467,0.6600181323662738,0.7761194029850746,0.7941176470588235,0.7108799306458603,0.7314796177669157,0.048329846547347906,2326,0.7501318426326337,0.7118274885645829,0.7578329665723567,0.7755017587419822,0.7546851968835545,0.7499958506790221,0.020932291130108523
0.4813708305358887,0.058970536588086084,0.008139944076538086,0.0005363597298462684,relu,10.0,"(89,)",0.032,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.032}",0.5896338563956253,0.736259054111632,0.6911829862649534,0.7181700474751835,0.7102641836292767,0.6891020255753342,0.051797334387781585,2363,0.6510885671948022,0.7533368365738309,0.716185533571197,0.7042099507927829,0.7337252805986104,0.7117092337462446,0.03455055818436787
0.4894536018371582,0.05700965862684956,0.007604217529296875,0.0009369255682842404,relu,10.0,"(89,)",0.064,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.064}",0.5338606030647554,0.6449839670178654,0.6627433227704844,0.7062937062937064,0.5831348261076702,0.6262032850508964,0.06080201808933982,2417,0.6083899695336301,0.6431516262024737,0.65439672801636,0.685486549319163,0.6059606549652491,0.6394771056073753,0.029808484154724372
0.45532841682434083,0.06534139766216679,0.008416748046875,0.001259990320247817,relu,10.0,"(89,)",0.128,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (89,), 'MLP__learning_rate_init': 0.128}",0.36243093922651937,0.43597883597883597,0.5005086469989827,0.4744713769984528,0.5653436592449177,0.46774669168954175,0.06744529569586839,2570,0.4150287471587111,0.45415304120340094,0.49866700520502727,0.4824223761868104,0.5548907070460373,0.4810323753599974,0.04657669582946058
5.857727813720703,4.098156865774865,0.01992340087890625,0.0010497287797999926,relu,10.0,"(356,)",1e-06,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (356,), 'MLP__learning_rate_init': 1e-06}",0.4717607973421927,0.5871271585557298,0.4822934232715009,0.513911620294599,0.5443786982248521,0.519894339537775,0.04215731369838085,2546,0.49341366282038185,0.5066941297631308,0.531979695431472,0.5146533238027162,0.5909791431213398,0.5275439909878081,0.03408653492069023
1.0093624114990234,0.0809009962886805,0.018036317825317384,0.00042127923091656044,relu,10.0,"(356,)",0.001,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (356,), 'MLP__learning_rate_init': 0.001}",0.7983706720977597,0.8160642570281124,0.7941176470588235,0.8289003572846367,0.8250694168980564,0.8125044700734778,0.01398009009340464,2168,0.8306747250569703,0.8427660617949976,0.8308088308088308,0.8312512393416617,0.8390838494052885,0.8349169412815497,0.0050454366909228904
1.188006544113159,0.19781346155659188,0.018450164794921876,0.0009158967757913552,relu,10.0,"(356,)",0.002,"{'MLP__activation': 'relu', 'MLP__alpha': 10.0, 'MLP__hidden_layer_sizes': (356,), 'MLP__learning_rate_init': 0.002}",0.7747298420615129,0.8032258064516129,0.8241845664280031,0.8038897893030794,0.8012924071082391,0.8014644822704895,0.015747743953739752,2201,0.823599760813235,0.8455982822564904,0.8417758654410327,0.819363872774555,0.83001683001683,0.8320709222604286,0.01014518968228663
