mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.05135436058044433,0.002099676147600969,0.000982809066772461,8.54699714187519e-05,1,{'Boost__n_estimators': 1},0.7033627131634413,0.6758478635753977,0.7467139298716229,0.763390706011603,0.7387439045544786,0.7255988293149169,0.031676450065671505,12,0.7960566141074052,0.7700316124258934,0.7917002969069786,0.7944914441145008,0.8206718061145677,0.7945903547338691,0.01608655378865952
0.0724860668182373,0.0028510967701570193,0.0007746219635009766,8.447126853566495e-05,2,{'Boost__n_estimators': 2},0.7033627131634413,0.6758478635753977,0.7467139298716229,0.763390706011603,0.7387439045544786,0.7255988293149169,0.031676450065671505,12,0.7960566141074052,0.7700316124258934,0.7917002969069786,0.7944914441145008,0.8206718061145677,0.7945903547338691,0.01608655378865952
0.17167739868164061,0.003312666114257724,0.0010323524475097656,8.624282540438632e-05,5,{'Boost__n_estimators': 5},0.7301494539183752,0.7316439931021268,0.771507951714888,0.7888518397162847,0.691054873465297,0.7426429946477091,0.0343620079762801,11,0.8334366262142918,0.8205466355346728,0.8412724722070086,0.8039039375782553,0.8096042633111541,0.8217527869690766,0.01403675934268314
0.3009786128997803,0.008612671747373856,0.001428985595703125,3.786477373886408e-05,10,{'Boost__n_estimators': 10},0.7521843264993294,0.7371622916267484,0.7706936194673308,0.810077482026868,0.7542162172580615,0.7648579665169302,0.02497445226107388,1,0.8557226658211063,0.8412580592468748,0.8456203818473572,0.8366640201868049,0.8477096755623569,0.8453949605329001,0.0064095785904229215
0.3768852710723877,0.025953940886376984,0.001634073257446289,0.00017425089964415822,20,{'Boost__n_estimators': 20},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.3794265270233154,0.027298763564255896,0.0016520023345947266,0.0001739365092339533,30,{'Boost__n_estimators': 30},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.3759040355682373,0.027876795090343777,0.0016118526458740235,0.00012750598861791817,40,{'Boost__n_estimators': 40},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.3773818492889404,0.026295837646824603,0.0016131877899169921,0.00012162997128169302,50,{'Boost__n_estimators': 50},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.37799534797668455,0.02831269179704852,0.001632356643676758,0.0001227255646836707,60,{'Boost__n_estimators': 60},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.37716450691223147,0.02441867658741054,0.0015872955322265626,0.0001169428523922226,70,{'Boost__n_estimators': 70},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.3747836112976074,0.028433938588489988,0.001673746109008789,0.00017628634269375312,80,{'Boost__n_estimators': 80},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.3669301509857178,0.02345446241640387,0.001572418212890625,0.00012191928894151788,90,{'Boost__n_estimators': 90},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
0.36316523551940916,0.023544819013372173,0.001524496078491211,0.00013161391433866963,100,{'Boost__n_estimators': 100},0.7513699942517723,0.7355336271316345,0.7750814332247558,0.8105930651658538,0.7470510571863617,0.7639182313972905,0.026643843879444167,2,0.8609617768297252,0.8398329778136501,0.852976396375621,0.8417709867452138,0.8635414817728696,0.8518167239074159,0.009664096292574545
