,train,test
0.1,0.6962141999999971,0.04432500000000346
0.2,2.3151496000000065,0.058331000000004
0.3,3.613307800000007,0.052657800000002905
0.4,4.862747600000023,0.04064259999998967
0.5,5.585622000000001,0.02439920000000484
0.6,5.491303400000004,0.015665599999988445
0.7,6.012851799999998,0.01462059999998928
0.8,6.366208199999983,0.00941640000002053
0.9,9.449705399999981,0.005163800000002538
