,train,test
0.1,0.061540600000080305,0.05725279999996928
0.2,0.2060969999999543,0.06466419999997015
0.3,0.38831200000004173,0.056382200000007286
0.4,0.495135399999981,0.03571980000006079
0.5,0.5395061999998688,0.009460800000124437
0.6,0.5776930000000903,0.00706400000008216
0.7,0.6018925999998828,0.005182000000058906
0.8,0.6325864000000365,0.002308600000014849
0.9,0.6732054000001881,0.0012682000000495464
