mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.021597576141357423,0.0010050451131624484,0.003461599349975586,0.00019972721541946693,1,{'MLP__max_iter': 1},0.642718911668902,0.6285112090438781,0.5892795554703967,0.5174527301813694,0.49999999999999994,0.575626614052992,0.05759339394391626,22,0.6071957904547769,0.6372011712932268,0.5982465432917279,0.5378541565724648,0.5,0.5760995323224393,0.04988932798820594
0.028633928298950194,0.0008471992319473139,0.0020497322082519533,8.841278454447219e-05,2,{'MLP__max_iter': 2},0.6829948265951333,0.691914159800728,0.6765759724085073,0.6988464429581944,0.49999999999999994,0.6500921318373893,0.07539287520270821,21,0.6813822989632277,0.7306487994004209,0.7161841928261894,0.6868283857752108,0.5,0.6630087353930098,0.0835219958204807
0.06084794998168945,0.001563995846599575,0.0018540382385253905,0.00015768512404383753,4,{'MLP__max_iter': 4},0.7317302165165741,0.6798716229162675,0.6629047710289327,0.5539868550392227,0.7080209317117359,0.6673214087871444,0.061347837507785025,20,0.7050537843628992,0.6951676947911563,0.6981487753788206,0.5684701707339305,0.7137148421946435,0.6761110534922901,0.05419797597615689
0.11606340408325196,0.0034446446317636967,0.0017246246337890626,0.00023846700176604314,8,{'MLP__max_iter': 8},0.6551159225905346,0.6631730216516574,0.680053650124545,0.6562602393847694,0.721483915733477,0.6752103796429579,0.024782525976031138,19,0.6506064252976276,0.6871180565564555,0.7199153478808145,0.6923161336128528,0.7387471636292114,0.6977406253953924,0.0301235834319892
0.22106800079345704,0.005115715499792725,0.001731538772583008,3.6614636010772625e-05,16,{'MLP__max_iter': 16},0.7488311937152712,0.7160279747077984,0.6888771795363097,0.6447246689667135,0.7055779349690648,0.7008208871061429,0.034197231085041795,1,0.7397728037050917,0.7529660670875251,0.7400118186273097,0.7111153353513742,0.7528465649331024,0.7393425179408807,0.015266743743891467
0.3237287521362305,0.08040020895447045,0.0017156124114990235,0.0003177352942997961,32,{'MLP__max_iter': 32},0.6424027591492624,0.6948936577888484,0.7415501053841733,0.6587032361274405,0.6385087600948286,0.67522528497772,0.03869361151703346,2,0.6685361477040155,0.7209873117907621,0.8181973230328712,0.7395048284265519,0.6926279545029335,0.7279707130914269,0.05119418521521879
0.31516413688659667,0.08387174616150504,0.0019481182098388672,0.00020122115641701746,64,{'MLP__max_iter': 64},0.6424027591492624,0.6948936577888484,0.7415501053841733,0.6587032361274405,0.6385087600948286,0.67522528497772,0.03869361151703346,2,0.6685361477040155,0.7209873117907621,0.8181973230328712,0.7395048284265519,0.6926279545029335,0.7279707130914269,0.05119418521521879
0.31473736763000487,0.08239449530268603,0.0016217231750488281,0.00013906079146463766,128,{'MLP__max_iter': 128},0.6424027591492624,0.6948936577888484,0.7415501053841733,0.6587032361274405,0.6385087600948286,0.67522528497772,0.03869361151703346,2,0.6685361477040155,0.7209873117907621,0.8181973230328712,0.7395048284265519,0.6926279545029335,0.7279707130914269,0.05119418521521879
0.3276973247528076,0.08349702654718669,0.0016655921936035156,0.00016211628892403088,256,{'MLP__max_iter': 256},0.6424027591492624,0.6948936577888484,0.7415501053841733,0.6587032361274405,0.6385087600948286,0.67522528497772,0.03869361151703346,2,0.6685361477040155,0.7209873117907621,0.8181973230328712,0.7395048284265519,0.6926279545029335,0.7279707130914269,0.05119418521521879
0.31161861419677733,0.07047656712147246,0.0018658161163330079,9.220721340235942e-05,512,{'MLP__max_iter': 512},0.6424027591492624,0.6948936577888484,0.7415501053841733,0.6587032361274405,0.6385087600948286,0.67522528497772,0.03869361151703346,2,0.6685361477040155,0.7209873117907621,0.8181973230328712,0.7395048284265519,0.6926279545029335,0.7279707130914269,0.05119418521521879
