mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.09285540580749511,0.011585694710566875,0.013056325912475585,0.0006173306188265434,1,{'SVM__max_iter': 1},0.25328787140769604,0.19644723092998956,0.13492927094668117,0.13201320132013203,0.6200177147918512,0.26733905787927004,0.1819069878482549,8,0.209,0.15492200107584722,0.17241835250561946,0.15592203898050974,0.6122905027932961,0.2609105790710545,0.1767764720729763
0.08986396789550781,0.0013295451891177706,0.010085964202880859,0.0002734623728316321,2,{'SVM__max_iter': 2},0.13052345343303873,0.3038411739318084,0.15930063137445363,0.15033011681056374,0.07400555041628122,0.1636001851932291,0.07613591079779074,12,0.12857756768371292,0.3007000538502962,0.1381337252020573,0.18222554144884243,0.09436555199267065,0.1688004880355159,0.07166117622435704
0.0947601318359375,0.0020185527859555804,0.009870958328247071,0.0010056404481440955,4,{'SVM__max_iter': 4},0.14229249011857706,0.14925373134328357,0.35809875403784036,0.19457436856875582,0.15808823529411767,0.2004615158725149,0.08085236548215241,11,0.13080837574038545,0.1491719911331334,0.3801909837885854,0.21735566225553343,0.1686033264980633,0.20922606788314022,0.09022319709270561
0.12011218070983887,0.013014897359323914,0.014017772674560548,0.0008298305480171958,8,{'SVM__max_iter': 8},0.6562588702810106,0.12171928489920122,0.1392757660167131,0.17495590828924162,0.10822998872604284,0.24008796364244187,0.20928505776261422,10,0.6830712825213283,0.10824393544022422,0.1668397369331949,0.19646704006893578,0.11232566905390123,0.25338953280351684,0.21740455444851656
0.14382004737854004,0.01696733141599837,0.016341686248779297,0.0009427817440021112,16,{'SVM__max_iter': 16},0.6463629499119055,0.2654028436018957,0.08138839018551765,0.20151133501259447,0.11866859623733718,0.2626668229898501,0.2022708861113605,9,0.656990260760289,0.2264345141092718,0.08524688578718295,0.21533108177259236,0.11677243880326382,0.26015503624652,0.20580373479092343
0.19183192253112794,0.017163559039535394,0.026218223571777343,0.00042177445862035966,32,{'SVM__max_iter': 32},0.6839661294728216,0.8755049577671686,0.8082758620689655,0.8529310935893041,0.8069164265129684,0.8055188938822457,0.0662277801617659,6,0.7065418005331874,0.8692947955730359,0.8229779255092474,0.8552848348218156,0.8414308595835558,0.8191060432041685,0.058329946775744435
0.31116409301757814,0.010628823226142054,0.046282625198364256,0.0017006606892596189,64,{'SVM__max_iter': 64},0.6765188834154351,0.7182466332189068,0.25523429710867396,0.730055931704445,0.4533120510774142,0.566673559304975,0.1852454788439022,7,0.711531958065607,0.7275578204625637,0.2553908355795148,0.7396325078073933,0.4909180166912126,0.5850062277212583,0.18854065965574612
0.5487510204315186,0.020680559809993854,0.08657698631286621,0.0007715065692765969,128,{'SVM__max_iter': 128},0.9303621169916435,0.902683478823149,0.9056068133427962,0.8662900188323917,0.8333333333333333,0.8876551522646627,0.033998019087562004,5,0.9584083697796073,0.9178643115214773,0.9285590728247708,0.8745655608214848,0.8478674066752833,0.9054529443245247,0.03940136266961423
1.0038127899169922,0.031393369260607734,0.1687012195587158,0.00024210316249833745,256,{'SVM__max_iter': 256},0.9258589511754068,0.9615517838586768,0.9393177737881508,0.9754786698018139,0.9638225255972696,0.9532059408442636,0.017995435258879068,1,0.9683400384817212,0.9871288827870259,0.97117903930131,0.9818027930596698,0.9868409881993377,0.9790583483658128,0.007876555889541644
1.4677715301513672,0.07670781517557805,0.2433769702911377,0.003999415874802726,512,{'SVM__max_iter': 512},0.9303661162957645,0.9337629788757608,0.9465431218816821,0.9403358342265096,0.9410102437301306,0.9384036590019694,0.005708177393905814,4,0.9634167687729739,0.9648170838438649,0.9638638551054335,0.9645638288564179,0.9648662821185108,0.9643055637394402,0.0005705824740171417
1.6224468231201172,0.09444664976095789,0.2577539920806885,0.006846274978838697,1024,{'SVM__max_iter': 1024},0.933428775948461,0.9340974212034384,0.9465431218816821,0.9403358342265096,0.9410102437301306,0.9390830793980444,0.0048531129394276526,2,0.9636109167249824,0.9644545613727893,0.9634167687729739,0.9636697890221482,0.964419966780313,0.9639144005346413,0.00043518859011256475
1.515355396270752,0.16886837191491363,0.2568346500396729,0.007202674458641058,2048,{'SVM__max_iter': 2048},0.933428775948461,0.9340974212034384,0.9465431218816821,0.9403358342265096,0.9410102437301306,0.9390830793980444,0.0048531129394276526,2,0.9636109167249824,0.963728754161556,0.9634167687729739,0.9636697890221482,0.964419966780313,0.9637692390923946,0.0003418412403488644
