,train,test
0.1,0.05273979999983567,0.3808844000002864
0.2,0.17541840000012598,0.589270199999919
0.3,0.335178199999973,0.6467609999999695
0.4,0.5652210000000195,0.702726199999961
0.5,0.8522165999997015,0.7080200000000332
0.6,1.1955391999999847,0.6572370000001684
0.7,1.6553765999999086,0.5662603999999192
0.8,2.095124400000168,0.4129109999999855
0.9,2.5886655999998767,0.2274859999999535
