,0,1,2,3,4
156,0.7437553832902669,0.6986607142857142,0.6986607142857142,0.6986607142857142,0.6986607142857142
164,0.740102171136654,0.6780462184873949,0.6780462184873949,0.6780462184873949,0.6780462184873949
172,0.7080759551590023,0.6758178906428733,0.6758178906428733,0.6758178906428733,0.6758178906428733
180,0.7186147186147186,0.710265924551639,0.710265924551639,0.710265924551639,0.710265924551639
188,0.7408029878618114,0.7089635854341738,0.7089635854341738,0.7089635854341738,0.7089635854341738
195,0.7377694149846049,0.7064989517819706,0.7064989517819706,0.7064989517819706,0.7064989517819706
203,0.7318181818181819,0.7216905901116427,0.7216905901116427,0.7216905901116427,0.7216905901116427
211,0.745974955277281,0.6633040935672515,0.6633040935672515,0.6633040935672515,0.6633040935672515
219,0.7804469273743017,0.6716908742121128,0.6716908742121128,0.6716908742121128,0.6716908742121128
227,0.7616706005769736,0.6742599742599743,0.6742599742599743,0.6742599742599743,0.6742599742599743
235,0.7625730994152046,0.654747739171823,0.654747739171823,0.654747739171823,0.654747739171823
242,0.7600112803158489,0.657473209249859,0.657473209249859,0.657473209249859,0.657473209249859
250,0.7303921568627452,0.6558265582655827,0.6558265582655827,0.6558265582655827,0.6558265582655827
258,0.7216092178498194,0.6571543813653322,0.6571543813653322,0.6571543813653322,0.6571543813653322
266,0.7411933860531991,0.6368518518518517,0.6368518518518517,0.6368518518518517,0.6368518518518517
274,0.776010101010101,0.6566208486297277,0.6566208486297277,0.6566208486297277,0.6566208486297277
282,0.7735682819383259,0.6892671205446536,0.6892671205446536,0.6892671205446536,0.6892671205446536
289,0.7834498834498836,0.704900515843773,0.704900515843773,0.704900515843773,0.704900515843773
297,0.787603734439834,0.7099059962968238,0.7099059962968238,0.7099059962968238,0.7099059962968238
305,0.7688119503001536,0.7149659863945579,0.7149659863945579,0.7149659863945579,0.7149659863945579
313,0.7664820499132524,0.7116510538641686,0.7116510538641686,0.7116510538641686,0.7116510538641686
461,0.7851027397260274,0.7243415488703637,0.7243415488703637,0.7243415488703637,0.7243415488703637
610,0.7573808708694022,0.7751340206185566,0.7751340206185566,0.7751340206185566,0.7751340206185566
758,0.7679345209436688,0.7563858695652173,0.7563858695652173,0.7563858695652173,0.7563858695652173
907,0.7586005192766356,0.775684569634393,0.7596918706293706,0.7596918706293706,0.7596918706293706
1055,0.7502453358312983,0.7783864708440669,0.7889385348395999,0.7889385348395999,0.7889385348395999
1204,0.7527463312368972,0.7726498951781969,0.7735177404295052,0.7735177404295052,0.7735177404295052
1352,0.7475606863815982,0.7663419815811361,0.7909064572096339,0.7909064572096339,0.7909064572096339
1501,0.7403303086271044,0.7655036269707433,0.7846935357820699,0.7846935357820699,0.7846935357820699
1649,0.7657706595640288,0.7758562153921638,0.7855146491904396,0.7876233416114424,0.7876233416114424
1797,0.762290680895332,0.778695034508988,0.7836280859536675,0.7942641654366359,0.7942641654366359
1946,0.7563301282051282,0.7804848541980894,0.7846169557566615,0.7845526522266341,0.7845526522266341
2094,0.7589393939393939,0.7808558558558559,0.7756552006552008,0.7715466238646698,0.7715466238646698
2243,0.7761940103029774,0.7926348814544046,0.7827177347608675,0.7649053517287882,0.7649053517287882
2391,0.7832211140801303,0.7974414839476024,0.7813683562436124,0.7746610222121015,0.7721621858617154
2540,0.7937559330548258,0.8037465509790231,0.7921463899323676,0.7867053803541407,0.7853648473417422
2688,0.790652071030268,0.8058309841766291,0.7980760921006607,0.7765023971686661,0.7849816553983893
2837,0.7914772576522715,0.8043891301335737,0.7959600604929643,0.7765611312726819,0.7844547526185612
2985,0.7935251441065394,0.803657324587557,0.7914380838799443,0.7732939376331078,0.7849789191108133
3134,0.793109163760053,0.8037639445389292,0.7920185831099325,0.7725869101496065,0.7919645345094308
