,train,test
0.1,0.005620999999973719,3.324034799999936
0.2,0.012808799999857002,5.867029000000184
0.3,0.020139599999947678,6.971974399999908
0.4,0.02844360000017332,9.16857680000012
0.5,0.03495599999987462,9.57078760000004
0.6,0.04483719999998357,9.120164400000068
0.7,0.055024800000046524,9.289813199999935
0.8,0.06369979999999487,6.919624999999996
0.9,0.07344340000008742,3.8043724000001022
