,train,test
0.1,0.1812513999999993,0.014219399999998928
0.2,0.32490119999999933,0.01101979999999827
0.3,0.6179531999999994,0.008790799999999876
0.4,0.6207519999999989,0.0074724000000003345
0.5,0.7156234000000012,0.006345399999999302
0.6,0.6414044000000019,0.00546319999999838
0.7,0.4207032000000012,0.0057903999999993514
0.8,0.8523647999999995,0.0027306000000010045
0.9,0.6453000000000018,0.000720199999997817
