mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_KNN__metric,param_KNN__n_neighbors,param_KNN__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.151007080078125,0.026274062799521675,4.183523368835449,0.07053377902645896,euclidean,13,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 13, 'KNN__weights': 'uniform'}",0.6291298278268962,0.6560364464692483,0.6806986117330944,0.6877505567928732,0.689471346068414,0.6686173577781053,0.023084493411313797,9,0.7067603160667253,0.7011354867159079,0.6976127320954907,0.695883134130146,0.7056239015817223,0.7014031141179984,0.004276060310672946
0.14517016410827638,0.01696342527657532,4.237906503677368,0.052577356780571564,euclidean,16,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 16, 'KNN__weights': 'uniform'}",0.5705967976710334,0.6191369606003752,0.624007473143391,0.6566347469220246,0.6389658356417359,0.621868362795712,0.028781364749800312,12,0.6597656694346491,0.6573219373219373,0.6529492455418382,0.6424703306832584,0.6487726542785043,0.6522559674520375,0.006171425552262007
0.14347424507141113,0.005893384368701684,4.231835174560547,0.05584807728300872,euclidean,19,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 19, 'KNN__weights': 'uniform'}",0.5788712011577424,0.6113207547169811,0.6291298278268962,0.6467615985300873,0.6262814538676607,0.6184729672198735,0.022778243224874397,13,0.6542547115933751,0.6448942042318309,0.6366685945633315,0.6335807050092764,0.6487726542785043,0.6436341739352637,0.007620748128182416
0.14598894119262695,0.0074522477596424995,4.209788799285889,0.0718965415482481,euclidean,22,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 22, 'KNN__weights': 'uniform'}",0.5423057892132607,0.5761237312711455,0.5705967976710334,0.6242990654205608,0.5813282001924928,0.5789307167536986,0.026392247648562534,18,0.6092089728453365,0.6012823557349798,0.6045244581309961,0.592451027233636,0.6139359698681732,0.6042805567626243,0.007300722614645913
0.1572118282318115,0.03558604194255427,4.21108078956604,0.1139501512578704,euclidean,25,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 25, 'KNN__weights': 'uniform'}",0.5247871807711568,0.5788712011577424,0.5565899069083783,0.6139359698681732,0.5730880929332043,0.569454470327731,0.02912437323765661,19,0.6045960672826345,0.595876534382076,0.6004750593824228,0.5837240052890972,0.6046676934012558,0.5978678719474972,0.0077758343596253466
0.14814929962158202,0.008430926317915977,4.183362007141113,0.10840805666537558,euclidean,28,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 28, 'KNN__weights': 'uniform'}",0.47278382581648526,0.5218263923733065,0.530938123752495,0.5736434108527132,0.5537555228276877,0.5305894551245376,0.03408434659771178,24,0.5707352584324193,0.5581395348837209,0.5580712275119325,0.5444664031620553,0.5624313438300989,0.5587687535640453,0.008509424093135312
0.15381183624267578,0.0164552825160111,4.213873434066772,0.07572614792209272,euclidean,31,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 31, 'KNN__weights': 'uniform'}",0.4632237871674491,0.5188536953242836,0.530938123752495,0.5511811023622047,0.5480532281912271,0.522449987359532,0.0318550701628598,25,0.5651644336175395,0.549618320610687,0.5516902274124155,0.5372393247269116,0.5575015309246786,0.5522427674584465,0.009240350264773054
0.1511777877807617,0.0064572909905049915,4.207043409347534,0.07498354149312095,euclidean,34,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 34, 'KNN__weights': 'uniform'}",0.4371352785145889,0.49795918367346936,0.47619047619047616,0.5161290322580645,0.5158690176322418,0.4886565976537682,0.029636595894281855,31,0.5213460572576595,0.5168765743073048,0.5175582127123978,0.4978321856669217,0.5116279069767442,0.5130481873842057,0.008214565405751786
0.15226154327392577,0.010681455422043918,4.178084945678711,0.08765110177010277,euclidean,37,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 37, 'KNN__weights': 'uniform'}",0.4237560192616372,0.48870636550308005,0.47619047619047616,0.5070993914807302,0.506842372022301,0.4805189248916449,0.030683031729017637,33,0.5115632503475295,0.5062777425491439,0.507791714177119,0.48709055876685936,0.5078560567663457,0.5041158645213994,0.008689064587241509
0.14887514114379882,0.008239093513773619,4.174885034561157,0.08031213115899066,euclidean,40,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 40, 'KNN__weights': 'uniform'}",0.3930131004366812,0.4698544698544699,0.45378151260504207,0.4824742268041237,0.47909137842023747,0.45564293762411084,0.032856282541976735,36,0.47223663725998966,0.46660591068871243,0.47691710849605584,0.45372193777077596,0.4714434060228453,0.4681850000476759,0.007936704419122224
0.15460820198059083,0.011204661026752416,4.229406642913818,0.10021656366426135,euclidean,43,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 43, 'KNN__weights': 'uniform'}",0.3859649122807018,0.4666666666666667,0.4505263157894737,0.4666666666666667,0.47278382581648526,0.4485216774439988,0.03213876336769059,39,0.4682013265704253,0.46185997910135834,0.46660591068871243,0.44226954106599664,0.46346555323590816,0.4604804621324802,0.009376399626051088
0.14167633056640624,0.006603435952369858,4.188453674316406,0.15332826065774627,euclidean,46,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 46, 'KNN__weights': 'uniform'}",0.34977578475336324,0.4273504273504273,0.4172043010752688,0.4273504273504273,0.4470216130732736,0.41374051072055207,0.03341130182089774,45,0.43813817796048266,0.42980935875216636,0.42980935875216636,0.41629689390883423,0.42902881536819637,0.4286165209483692,0.007006438087795059
0.18824415206909179,0.07469117405064667,4.216571187973022,0.1353516187963045,euclidean,49,uniform,"{'KNN__metric': 'euclidean', 'KNN__n_neighbors': 49, 'KNN__weights': 'uniform'}",0.34606741573033706,0.4172043010752688,0.4069264069264069,0.4273504273504273,0.4371352785145889,0.4069367659194058,0.03205984377350241,47,0.42897158863545426,0.4205444548746145,0.4213912344189787,0.4145914658769687,0.4206008583690988,0.421219920435023,0.004580253481274393
