,train,test
0.1,0.12167980000000114,0.013544200000001182
0.2,0.24519519999999914,0.010858200000001261
0.3,0.4479336000000004,0.009508799999997564
0.4,0.7600636000000037,0.0079661999999999
0.5,1.0014466000000013,0.006630600000001152
0.6,1.2096394000000004,0.004830200000000673
0.7,1.3810167999999947,0.00343159999999898
0.8,1.5800241999999969,0.0018490000000014107
0.9,1.801944800000004,0.00106479999999749
