,train,test
0.1,0.06138739999999991,0.002742800000000045
0.2,0.09972540000000052,0.0026178000000008695
0.3,0.14239660000000037,0.002225599999999872
0.4,0.20957419999999977,0.0018188000000002092
0.5,0.1466268000000003,0.001071200000000161
0.6,0.2589733999999993,0.0015745999999996485
0.7,0.2822842000000009,0.0013767999999991787
0.8,0.3024707999999997,0.001084800000000996
0.9,0.39063680000000006,0.0007854000000001804
