mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_SVM__C,param_SVM__class_weight,param_SVM__decision_function_shape,param_SVM__gamma,param_SVM__max_iter,param_SVM__tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
18.285728931427002,0.052877274079395346,2.8733352184295655,0.005963454287453147,0.001,balanced,ovo,0.0056179775280898875,-1,1e-08,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 1e-08}",0.9061015710632079,0.8805970149253731,0.9222985182508132,0.9083607155896313,0.9128869690424765,0.9060489577743004,0.013884919883985818,279,0.9037810125423419,0.9137055837563453,0.9025415980983726,0.907269083621789,0.9065984280753062,0.906779141218831,0.0038779854121044877
17.947025632858278,0.04707185863552564,2.892065000534058,0.004904909392217969,0.001,balanced,ovo,0.0056179775280898875,-1,0.01000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.01000001}",0.9061015710632079,0.8805970149253731,0.9238542042583905,0.9083607155896313,0.9128869690424765,0.9063600949758157,0.014257977106252095,277,0.9045005488474205,0.913622768059458,0.902942789252422,0.9084622383985441,0.9077133728890918,0.9074483434893873,0.0036935417819339337
17.88404026031494,0.0730475544277855,2.8916515350341796,0.025496574063616814,0.001,balanced,ovo,0.0056179775280898875,-1,0.020000010000000002,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.020000010000000002}",0.9061015710632079,0.8855869242199108,0.9254054054054054,0.9083607155896313,0.914450035945363,0.9079809304447037,0.013043231170779483,275,0.9047357835070396,0.9139336836383402,0.9037442922374429,0.9091735612328393,0.9081120540195273,0.9079398749270379,0.0036151483051634504
17.831679916381837,0.05151529577574431,2.8881008625030518,0.03180411989002256,0.001,balanced,ovo,0.0056179775280898875,-1,0.03000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.03000001}",0.9061015710632079,0.8872403560830859,0.9250720461095101,0.9147005444646098,0.914450035945363,0.9095129107331554,0.012657625146421114,273,0.9045703839122488,0.9151131221719457,0.9041446047106081,0.9094874591057798,0.9093063531127518,0.9085243846026667,0.003994171838287549
17.735938405990602,0.07229747221833775,2.874967908859253,0.03623416867184121,0.001,balanced,ovo,0.0056179775280898875,-1,0.04000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.04000001}",0.9061015710632079,0.8888888888888888,0.9250720461095101,0.9143686502177069,0.9141214516708588,0.9097105215900345,0.0120307590309075,271,0.9064039408866995,0.9155056992943731,0.9061417896847093,0.9102796948783145,0.9097038724373577,0.9096069994362909,0.003391867516468201
17.723184013366698,0.0760657915742438,2.871240425109863,0.037564538838419044,0.001,balanced,ovo,0.0056179775280898875,-1,0.050000010000000004,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.050000010000000004}",0.9061015710632079,0.8888888888888888,0.9250720461095101,0.9137055837563453,0.9172339663203152,0.9102004112276536,0.012279284432294858,269,0.9063212624281675,0.9157323688969258,0.9076517150395779,0.9110707803992741,0.910166560480568,0.9101885374489026,0.0032528199076236083
17.590249013900756,0.07103536266368365,2.8789263725280763,0.04728336173736621,0.001,balanced,ovo,0.0056179775280898875,-1,0.06000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.06000001}",0.9061015710632079,0.8934758569848875,0.9247389268995319,0.9137055837563453,0.9172339663203152,0.9110511810048577,0.010639715493214375,267,0.9083128471273787,0.9159587926983553,0.9077188835348668,0.9112179196517638,0.9103147171184284,0.9107046320261587,0.0029208571086724233
17.52388219833374,0.07023670346867537,2.8631804466247557,0.0513283775095401,0.001,balanced,ovo,0.0056179775280898875,-1,0.07000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.07000001}",0.9076979204669828,0.8934758569848875,0.9247389268995319,0.9137055837563453,0.9172339663203152,0.9113704508856126,0.010509555464046366,261,0.9089420540343855,0.9166591422121897,0.9088267344714855,0.9115300942712109,0.9107110383706127,0.911333812671977,0.002856272378201081
17.457862377166748,0.10091221083036794,2.861190414428711,0.061028616860292144,0.001,balanced,ovo,0.0056179775280898875,-1,0.08000001,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.08000001}",0.9076979204669828,0.8934758569848875,0.9247389268995319,0.9133744110184849,0.916577157178661,0.9111728545097096,0.010424495637485046,265,0.9101317582916857,0.9164936354608648,0.9087442113865432,0.9130238030591004,0.9115028166454662,0.9119792449687321,0.0026674503319303357
17.360078954696654,0.10067308859944304,2.882492208480835,0.07106083618295825,0.001,balanced,ovo,0.0056179775280898875,-1,0.09000000999999999,"{'SVM__C': 0.001, 'SVM__class_weight': 'balanced', 'SVM__decision_function_shape': 'ovo', 'SVM__gamma': 0.0056179775280898875, 'SVM__max_iter': -1, 'SVM__tol': 0.09000000999999999}",0.9076979204669828,0.8934758569848875,0.9247389268995319,0.9133744110184849,0.9174705251875669,0.9113515281114909,0.010522785694187306,263,0.9107580571947345,0.9163281884646629,0.9094538196334603,0.9128585648357614,0.9113372093023255,0.9121471678861889,0.002359101732806261
