mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_MLP__max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.02518763542175293,0.0003128575653305999,0.003510189056396484,0.00011519317940621054,1,{'MLP__max_iter': 1},0.5825924506610461,0.5457175704157885,0.569515232803219,0.574802921959023,0.572061176107781,0.568935576270615,0.012413330357564175,20,0.564692571560347,0.5714066088226534,0.5702121347515685,0.5706933937146503,0.5657249475901043,0.5685459312878647,0.0027704741481430354
0.0291536808013916,0.0010629566571478863,0.0021209239959716795,8.822510634183241e-05,2,{'MLP__max_iter': 2},0.5207702625023951,0.5183272657597241,0.5247077984288178,0.5122679875874563,0.5400082878784959,0.5232148289473034,0.00931295248479081,22,0.5177946009051339,0.5264405753653686,0.5253728152354598,0.52880115661564,0.527172492120526,0.5251163280484257,0.003827084458318476
0.059450197219848636,0.0010957242023270925,0.0019704341888427735,0.00018661231604770933,4,{'MLP__max_iter': 4},0.5526250239509485,0.5477390304656065,0.5464265184901322,0.5273596361043115,0.5559142686429079,0.5460151292945166,0.00992506482885276,21,0.5429722406387825,0.5531429861731669,0.5482611964678639,0.5514078713187146,0.5417570147707157,0.5475082618738487,0.004498362238436274
0.12020902633666992,0.0035731344496383677,0.002201557159423828,0.000419037294260844,8,{'MLP__max_iter': 8},0.6412243724851505,0.6103659704924316,0.6271986970684039,0.5853362373031628,0.6087880423260027,0.6145916075410132,0.01884371582595308,19,0.6051371393156726,0.6178775955339041,0.6227095404187445,0.624205456385852,0.622576791890738,0.6185013047089822,0.007012077006210383
0.24361767768859863,0.004673782124765264,0.0019754409790039063,0.00016535847772159294,16,{'MLP__max_iter': 16},0.6781950565242384,0.6367024334163633,0.6380149453918375,0.6253445251816586,0.6318591831621148,0.6420300798708032,0.018626129526692327,18,0.6560677361083086,0.6568051992351522,0.6602390869870185,0.6607775493756386,0.6461279640974226,0.6560035071607081,0.005270764685882485
0.48082761764526366,0.008609392601352434,0.001972389221191406,0.0001065157943173271,32,{'MLP__max_iter': 32},0.673941368078176,0.6535351599923358,0.6615443571565435,0.6406530077289285,0.6522704932251411,0.656393944682248,0.011021466003450199,17,0.6612299779962143,0.6751919325857811,0.6781417850931557,0.6860353412999572,0.6671234043165606,0.6735444882583337,0.008634212212936162
0.98818039894104,0.03429344375233742,0.0020137786865234374,0.0001745126674627446,64,{'MLP__max_iter': 64},0.7036692853036981,0.6786932362521555,0.664983713355049,0.6546315748896553,0.6632904805042114,0.6730608518487866,0.017141371646273714,16,0.6927913579891037,0.6862809037886867,0.6903753855466837,0.7048345430384788,0.6981594771962985,0.6944883335118504,0.006444832303022343
1.9057749271392823,0.20501559215194662,0.0022222518920898436,0.00014575683515785341,128,{'MLP__max_iter': 128},0.7201858593600307,0.6965223222839625,0.6684230695535543,0.6637241485650406,0.6680945589113968,0.6833989149803287,0.02177850430158332,15,0.7164129985683126,0.7195664341375765,0.7218827169390716,0.7226937846900742,0.7174309076866248,0.719597368404332,0.002434967431512129
2.106613111495972,0.4790049083989736,0.002068233489990234,8.316898520368543e-05,256,{'MLP__max_iter': 256},0.7201858593600307,0.6965223222839625,0.6684230695535543,0.6731154713489966,0.6661671453077115,0.6848905537981316,0.02069744948743119,1,0.7164129985683126,0.7195664341375765,0.7218827169390716,0.7343675792624716,0.7418872599578801,0.7268233977730624,0.00968798098863441
2.210563898086548,0.46777509704267395,0.0020488739013671876,0.00012193189536826416,512,{'MLP__max_iter': 512},0.7201858593600307,0.6965223222839625,0.6684230695535543,0.6731154713489966,0.6661671453077115,0.6848905537981316,0.02069744948743119,1,0.7164129985683126,0.7195664341375765,0.7218827169390716,0.7343675792624716,0.7418872599578801,0.7268233977730624,0.00968798098863441
2.132476568222046,0.5710345448567552,0.0019750118255615233,0.00010432074606737616,1024,{'MLP__max_iter': 1024},0.7201858593600307,0.6965223222839625,0.6684230695535543,0.6731154713489966,0.6661671453077115,0.6848905537981316,0.02069744948743119,1,0.7164129985683126,0.7195664341375765,0.7218827169390716,0.7343675792624716,0.7418872599578801,0.7268233977730624,0.00968798098863441
2.1392365455627442,0.4676168844491614,0.001972055435180664,4.3784350082935446e-05,2048,{'MLP__max_iter': 2048},0.7201858593600307,0.6965223222839625,0.6684230695535543,0.6731154713489966,0.6661671453077115,0.6848905537981316,0.02069744948743119,1,0.7164129985683126,0.7195664341375765,0.7218827169390716,0.7343675792624716,0.7418872599578801,0.7268233977730624,0.00968798098863441
2.2096569538116455,0.4627377152358281,0.0019785881042480467,8.854769735475226e-05,2100,{'MLP__max_iter': 2100},0.7201858593600307,0.6965223222839625,0.6684230695535543,0.6731154713489966,0.6661671453077115,0.6848905537981316,0.02069744948743119,1,0.7164129985683126,0.7195664341375765,0.7218827169390716,0.7343675792624716,0.7418872599578801,0.7268233977730624,0.00968798098863441
2.2182756900787353,0.48209131376644637,0.0020149707794189452,9.30037353633139e-05,2200,{'MLP__max_iter': 2200},0.7201858593600307,0.6965223222839625,0.6684230695535543,0.6731154713489966,0.6661671453077115,0.6848905537981316,0.02069744948743119,1,0.7164129985683126,0.7195664341375765,0.7218827169390716,0.7343675792624716,0.7418872599578801,0.7268233977730624,0.00968798098863441
