,0,1,2,3,4
0.001,0.5000000000000001,0.5000000000000001,0.5000000000000001,0.4999999999999999,0.49999999999999994
0.101,0.8066644643844878,0.8140883320017209,0.7941298936758652,0.8158968100858304,0.8101854767361134
0.201,0.8294411837010632,0.8366011615758098,0.8229822229733883,0.841255191597599,0.8325120343689905
0.30100000000000005,0.8504882152295494,0.8502531344109151,0.8402111117939894,0.8572807932392497,0.8475212041434478
0.401,0.8610849056603773,0.8631072921148055,0.8500161329973573,0.8673880888162543,0.8673089860717732
0.501,0.8665151957470346,0.8716485618585212,0.8591923514227768,0.8759509609063485,0.8736541013621033
0.6010000000000001,0.8723557249093479,0.8825318050519328,0.8653359504640158,0.8828461474659474,0.8792467805950984
0.7010000000000001,0.8807567912236494,0.887922915002151,0.8747142154753859,0.888399275326702,0.88469872606182
0.801,0.8896464568864851,0.8951055558969946,0.8782972773646365,0.8960468979436358,0.8894377868434472
0.901,0.8966662313318173,0.8975485526396657,0.8831606078298815,0.9055250195068905,0.899100801472079
1.001,0.9011646487616003,0.900092572675312,0.8874116526335198,0.9068275268334942,0.9050807385585177
1.101,0.9043993147317314,0.9033272386454428,0.8929656290332495,0.9110385959954045,0.9076636735621733
1.201,0.9093863315100486,0.9077638129186897,0.8948581832708501,0.9128295435694844,0.9123631829715599
1.301,0.911604618646672,0.9093306342572675,0.8967507375084507,0.915311296179107,0.9167766169215363
1.401,0.9133343064347611,0.9137053653739783,0.9016532481101346,0.9183826714302391,0.9195839963628099
1.501,0.9163050826624055,0.9154968963186036,0.9059661360703092,0.9186071158678569,0.9213749439368899
1.601,0.9181976369000062,0.9198324472988753,0.90954919795956,0.9220657489724322,0.9250975728513239
1.701,0.9189109458545879,0.923392846168029,0.9116664618032082,0.923693883130687,0.9261756357403096
1.801,0.9220445885317435,0.9258750230471391,0.9143115051318297,0.9254231996829747,0.9282922101460406
1.901,0.9253410976584105,0.9300250445578021,0.9158783264704076,0.9264000801779276,0.9294319040568189
2.001,0.9271326286030359,0.9307775336488231,0.9185233697990292,0.9327672751178093,0.930998407193281
2.101,0.9290251828406367,0.9323443549874009,0.9202530575871183,0.9350245832898141,0.9318124742724083
2.201,0.9317939124823303,0.9334225769774446,0.9220445885317438,0.9362259082223847,0.9353943694205686
2.301,0.9322825118308647,0.9339111763259788,0.923774276319833,0.9378540423806394,0.9360456230838704
2.4010000000000002,0.9336864667199312,0.9354779976645565,0.9253410976584108,0.9386681094597666,0.9377749396361581
