,train,test
0.1,0.004944599999817001,0.027538000000004104
0.2,0.016642400000182533,0.043206800000098154
0.3,0.032886599999983446,0.050864199999978155
0.4,0.06392300000006798,0.05970600000000559
0.5,0.09547660000007455,0.055718199999864736
0.6,0.12964580000007117,0.051772799999889686
0.7,0.18817699999999604,0.0456955999999991
0.8,0.2464085999999952,0.03403240000006917
0.9,0.30676020000009885,0.019126199999936942
