mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_Boost__base_estimator__max_depth,param_Boost__learning_rate,param_Boost__n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.18543634414672852,0.006659307104680124,0.008794212341308593,0.0014326384038919834,1,0.01,1,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 1}",0.4780388151174669,0.4522821576763485,0.48447837150127226,0.48251393816523064,0.444213803840166,0.46830541726009683,0.016705305946987072,793,0.4961006289308177,0.5022556390977444,0.484263959390863,0.4721007971200823,0.49247882694981676,0.4894399702978648,0.010442972808186221
0.24538006782531738,0.003655479349631502,0.009059333801269531,0.0019857698425491694,1,0.01,2,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 2}",0.4780388151174669,0.4522821576763485,0.48447837150127226,0.48251393816523064,0.444213803840166,0.46830541726009683,0.016705305946987072,793,0.4961006289308177,0.5022556390977444,0.484263959390863,0.4721007971200823,0.49247882694981676,0.4894399702978648,0.010442972808186221
0.4913602352142334,0.012334699957311731,0.009042978286743164,0.002245650813850886,1,0.01,5,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 5}",0.4780388151174669,0.4522821576763485,0.48447837150127226,0.48251393816523064,0.444213803840166,0.46830541726009683,0.016705305946987072,793,0.4961006289308177,0.5022556390977444,0.484263959390863,0.4721007971200823,0.49247882694981676,0.4894399702978648,0.010442972808186221
0.8995979785919189,0.011690488575108515,0.014669513702392578,0.0019024005699869821,1,0.01,10,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 10}",0.4780388151174669,0.44374672946101523,0.4683937823834196,0.48251393816523064,0.444213803840166,0.4633814137934596,0.016485962765015433,837,0.4968569273321599,0.49570055639858374,0.46998328834040365,0.4721007971200823,0.49247882694981676,0.48542407922820924,0.011849163123110754
1.7203318119049071,0.009500041766452244,0.026137351989746094,0.007822327860145119,1,0.01,20,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 20}",0.4030335861321777,0.39237057220708443,0.3925845147219193,0.42485395645246943,0.4397905759162303,0.41052664108597625,0.018811477642651057,850,0.4215030756886868,0.4438002371853999,0.41545893719806765,0.4071823950317267,0.4633324695516974,0.4302554229311156,0.020520512640134138
2.5521159172058105,0.018114004217648604,0.03430638313293457,0.006807332630748568,1,0.01,30,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 30}",0.35674470457079155,0.36040044493882095,0.3606010016694491,0.3947939262472885,0.36725663716814155,0.3679593429188983,0.013839356167653558,860,0.3870967741935484,0.39847991313789366,0.3809001097694841,0.3802197802197802,0.40037976400379766,0.38941526826490075,0.008541993828500263
2.966009759902954,0.04717238814339972,0.03653197288513184,0.006067985988102203,1,0.01,45,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 45}",0.3606010016694491,0.32327831531018786,0.34587310499719265,0.380952380952381,0.3524818739542666,0.3526373353766954,0.018830256646800846,861,0.3765483071841453,0.38189300411522636,0.3631315935591338,0.35132867132867135,0.38554216867469876,0.37168874897237514,0.01270761218252059
2.968227243423462,0.04783386114235089,0.03553452491760254,0.008697477156333277,1,0.01,60,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 60}",0.3606010016694491,0.32327831531018786,0.34587310499719265,0.380952380952381,0.3524818739542666,0.3526373353766954,0.018830256646800846,861,0.3765483071841453,0.38189300411522636,0.3631315935591338,0.35132867132867135,0.38554216867469876,0.37168874897237514,0.01270761218252059
3.0215457916259765,0.06043366468298063,0.03901162147521973,0.007514695887757301,1,0.01,80,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 80}",0.3606010016694491,0.32327831531018786,0.34587310499719265,0.380952380952381,0.3524818739542666,0.3526373353766954,0.018830256646800846,861,0.3765483071841453,0.38189300411522636,0.3631315935591338,0.35132867132867135,0.38554216867469876,0.37168874897237514,0.01270761218252059
2.9760311126708983,0.03333395491226343,0.036054372787475586,0.007627375496497117,1,0.01,90,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 90}",0.3606010016694491,0.32327831531018786,0.34587310499719265,0.380952380952381,0.3524818739542666,0.3526373353766954,0.018830256646800846,861,0.3765483071841453,0.38189300411522636,0.3631315935591338,0.35132867132867135,0.38554216867469876,0.37168874897237514,0.01270761218252059
2.997810983657837,0.04583210212449778,0.03663859367370605,0.006323216811965389,1,0.01,100,"{'Boost__base_estimator__max_depth': 1, 'Boost__learning_rate': 0.01, 'Boost__n_estimators': 100}",0.3606010016694491,0.32327831531018786,0.34587310499719265,0.380952380952381,0.3524818739542666,0.3526373353766954,0.018830256646800846,861,0.3765483071841453,0.38189300411522636,0.3631315935591338,0.35132867132867135,0.38554216867469876,0.37168874897237514,0.01270761218252059
