,0,1,2,3,4
368,0.7838601901824725,0.8977866584691057,0.8977866584691057,0.8977866584691057,0.8977866584691057
386,0.7767173007124611,0.7379867070717351,0.7379867070717351,0.7379867070717351,0.7379867070717351
404,0.8021550434001795,0.8125318390219044,0.8125318390219044,0.8125318390219044,0.8125318390219044
423,0.7690927844297959,0.8371782570606142,0.8371782570606142,0.8371782570606142,0.8371782570606142
441,0.7306474592369792,0.7791747830706568,0.7791747830706568,0.7791747830706568,0.7791747830706568
460,0.755404156625415,0.8042529989094869,0.8042529989094869,0.8042529989094869,0.8042529989094869
478,0.7870886342130162,0.7776153130400104,0.7776153130400104,0.7776153130400104,0.7776153130400104
496,0.730857081538485,0.7923958961979488,0.7923958961979488,0.7923958961979488,0.7923958961979488
515,0.6443040025927731,0.8388125124526796,0.8388125124526796,0.8388125124526796,0.8388125124526796
533,0.7797961896322549,0.8317172966359248,0.8317172966359248,0.8317172966359248,0.8317172966359248
552,0.7830450391644905,0.8395275761187561,0.8395275761187561,0.8395275761187561,0.8395275761187561
570,0.7506626612475706,0.9014741275571604,0.9014741275571604,0.9014741275571604,0.9014741275571604
588,0.817722938867078,0.8588926227191357,0.8588926227191357,0.8588926227191357,0.8588926227191357
607,0.805716928560954,0.8212326819160598,0.8212326819160598,0.8212326819160598,0.8212326819160598
625,0.8520424088039549,0.805871447411173,0.805871447411173,0.805871447411173,0.805871447411173
644,0.7046775532798226,0.7944324699521423,0.7944324699521423,0.7944324699521423,0.7944324699521423
662,0.818627767975094,0.7764267329368959,0.7764267329368959,0.7764267329368959,0.7764267329368959
680,0.7049231734085918,0.7981251456637525,0.7981251456637525,0.7981251456637525,0.7981251456637525
699,0.7750217795091803,0.8358862144420132,0.8358862144420132,0.8358862144420132,0.8358862144420132
717,0.7525546748161598,0.7881687488907237,0.7881687488907237,0.7881687488907237,0.7881687488907237
736,0.7593390804597686,0.7331147813671736,0.7331147813671736,0.7331147813671736,0.7331147813671736
1084,0.8775082993254808,0.8611653543307081,0.8611653543307081,0.8611653543307081,0.8611653543307081
1433,0.8933561003347665,0.8140159482594909,0.8140159482594909,0.8140159482594909,0.8140159482594909
1781,0.8830147762443556,0.8826881919751954,0.8826881919751954,0.8826881919751954,0.8826881919751954
2130,0.8679828160447951,0.9251666871910351,0.8723452327157691,0.8723452327157691,0.8723452327157691
2479,0.8784684255129871,0.896402634017075,0.9347491904008797,0.9347491904008797,0.9347491904008797
2827,0.9119280950158334,0.8815145345435951,0.9391304347826066,0.9391304347826066,0.9391304347826066
3176,0.9001350408660141,0.9167155809928761,0.9162459312646541,0.9162459312646541,0.9162459312646541
3525,0.8925576248080299,0.9425354127105146,0.8752740405373629,0.8752740405373629,0.8752740405373629
3873,0.9075416721991448,0.9451407168768579,0.9180120439581038,0.9457419772701484,0.9457419772701484
4222,0.9006892068412184,0.926297269067156,0.9388958929149482,0.9571830254157752,0.9571830254157752
4570,0.9485868291333988,0.9542520938240343,0.8735224166931648,0.9494152110477742,0.9494152110477742
4919,0.9249029553806526,0.9401696745943021,0.9353166246200177,0.8989632966949385,0.8989632966949385
5268,0.980481891293688,0.9385671123759449,0.9582630772969779,0.9385198851476478,0.9385198851476478
5616,0.9656496534139922,0.9504271818789138,0.9509657931824421,0.9604147706596036,0.9457871328843042
5965,0.9730542136339237,0.9524017945070576,0.9353300055463116,0.9558101472995091,0.9598834688553048
6314,0.9521033624857238,0.9423041675116334,0.9372297282716066,0.9456714087639128,0.9515525610075225
6662,0.955842686463733,0.9261051154751204,0.9482071924719079,0.9557493500744899,0.9229244785128444
7011,0.9248307863319302,0.9688306681912943,0.9529795295016006,0.9407447489882149,0.9139409637222227
7360,0.9496223900488672,0.9491645929612513,0.9536799220618192,0.9594095940959411,0.9657708132714699
