,0,1,2,3,4
156,0.7368647717484925,0.6032366071428571,0.6032366071428571,0.6032366071428571,0.6032366071428571
164,0.7475095785440614,0.567752100840336,0.567752100840336,0.567752100840336,0.567752100840336
172,0.727751086707847,0.5609700297414778,0.5609700297414778,0.5609700297414778,0.5609700297414778
180,0.7439703153988868,0.6329622758194188,0.6329622758194188,0.6329622758194188,0.6329622758194188
188,0.76937441643324,0.6824463118580767,0.6824463118580767,0.6824463118580767,0.6824463118580767
195,0.7409339719466304,0.6774109014675052,0.6774109014675052,0.6774109014675052,0.6774109014675052
203,0.7348484848484848,0.6680223285486442,0.6680223285486442,0.6680223285486442,0.6680223285486442
211,0.7290548598688135,0.6191520467836257,0.6191520467836257,0.6191520467836257,0.6191520467836257
219,0.7360335195530725,0.6163332419841051,0.6163332419841051,0.6163332419841051,0.6163332419841051
227,0.7426567007605561,0.5925353925353924,0.5925353925353924,0.5925353925353924,0.5925353925353924
235,0.7535087719298245,0.5882912898619705,0.5882912898619705,0.5882912898619705,0.5882912898619705
242,0.7565143824027072,0.6085730400451215,0.6085730400451215,0.6085730400451215,0.6085730400451215
250,0.7426470588235294,0.5444444444444445,0.5444444444444445,0.5444444444444445,0.5444444444444445
258,0.7275168440581976,0.5319148936170213,0.5319148936170213,0.5319148936170213,0.5319148936170213
266,0.7502695902228611,0.57,0.57,0.57,0.57
274,0.7456228956228956,0.5920771792025955,0.5920771792025955,0.5920771792025955,0.5920771792025955
282,0.7457348818582299,0.622867440929115,0.622867440929115,0.622867440929115,0.622867440929115
289,0.7278166278166279,0.650147383935151,0.650147383935151,0.650147383935151,0.650147383935151
297,0.7149155305275636,0.6292906993305797,0.6292906993305797,0.6292906993305797,0.6292906993305797
305,0.7419028340080972,0.6544217687074829,0.6544217687074829,0.6544217687074829,0.6544217687074829
313,0.7189710396369945,0.6602263856362217,0.6602263856362217,0.6602263856362217,0.6602263856362217
461,0.6949058219178083,0.6789144617615078,0.6789144617615078,0.6789144617615078,0.6789144617615078
610,0.6856670090151774,0.6836288659793814,0.6836288659793814,0.6836288659793814,0.6836288659793814
758,0.6393569785481196,0.6937081939799331,0.6937081939799331,0.6937081939799331,0.6937081939799331
907,0.6392838812909458,0.6651948796908491,0.6938410547785548,0.6938410547785548,0.6938410547785548
1055,0.6313996409175561,0.6583531274742678,0.6924559115212141,0.6924559115212141,0.6924559115212141
1204,0.6446624737945491,0.6714213836477987,0.6736111111111112,0.6736111111111112,0.6736111111111112
1352,0.651576493067038,0.6732605798234274,0.6746216720322128,0.6746216720322128,0.6746216720322128
1501,0.6319949677453892,0.6774070505099173,0.6608172910785394,0.6608172910785394,0.6608172910785394
1649,0.6260765665521834,0.6858780314712273,0.6600459101422865,0.654664515243673,0.654664515243673
1797,0.6412799087217692,0.6847573184782487,0.6544207300021253,0.6560372548724281,0.6560372548724281
1946,0.6330033936651585,0.6625141402714931,0.654649007038713,0.6589156502373651,0.6589156502373651
2094,0.6364823914823916,0.6722604422604425,0.6567977067977068,0.6596953644560822,0.6596953644560822
2243,0.6343705532127779,0.6741494616068963,0.6596920197941765,0.6595345104714964,0.6595345104714964
2391,0.633313570583077,0.6697338662365849,0.6602726223027473,0.6547493116939572,0.6548534456300928
2540,0.6469098249541053,0.6709098397290278,0.6615129890037638,0.6604155773254726,0.662608304844984
2688,0.6548883721887282,0.6726817424226835,0.6706232638531657,0.6655540237453447,0.6589807785495073
2837,0.6514885190131273,0.6766334869241449,0.6723095075955224,0.663218179275214,0.6601475326712123
2985,0.6548350228582787,0.6725601272112899,0.6655287219240706,0.6595903094254509,0.6627815605043458
3134,0.6621566112248134,0.6735218308302826,0.6644686902462694,0.6591569138969761,0.6753540783872859
